word,phonetic,part_of_speech,meaning,difficulty,category
rapid,/ˈræpɪd/,adj.,迅速的；快速的,easy,CET4
rare,/reər/,adj.,稀有的；罕见的,medium,CET4
rate,/reɪt/,n.,比率；速度；v. 评价,easy,CET4
reach,/riːtʃ/,v.,到达；伸手；n. 范围,easy,CET4
react,/riˈækt/,v.,反应；回应,medium,CET4
realize,/ˈriːəlaɪz/,v.,意识到；实现,easy,CET4
reasonable,/ˈriːznəbl/,adj.,合理的；通情达理的,easy,CET4
receive,/rɪˈsiːv/,v.,收到；接待,easy,CET4
recent,/ˈriːsnt/,adj.,最近的；近来的,easy,CET4
recognize,/ˈrekəɡnaɪz/,v.,认出；承认；认可,easy,CET4
recommend,/ˌrekəˈmend/,v.,推荐；建议,medium,CET4
record,/ˈrekɔːd/,n.,记录；唱片；v. 记录,easy,CET4
recover,/rɪˈkʌvər/,v.,恢复；康复；找回,medium,CET4
reduce,/rɪˈdjuːs/,v.,减少；降低,easy,CET4
refer,/rɪˈfɜːr/,v.,提到；参考；涉及,medium,CET4
reflect,/rɪˈflekt/,v.,反映；反射；深思,medium,CET4
reform,/rɪˈfɔːm/,n.,改革；v. 改革,medium,CET4
refuse,/rɪˈfjuːz/,v.,拒绝；n. 垃圾,easy,CET4
regard,/rɪˈɡɑːd/,v.,看待；尊敬；n. 关心；问候,medium,CET4
region,/ˈriːdʒən/,n.,地区；区域,easy,CET4
register,/ˈredʒɪstər/,v.,登记；注册；n. 登记簿,medium,CET4
regret,/rɪˈɡret/,v.,后悔；遗憾；n. 懊悔,easy,CET4
regular,/ˈreɡjələr/,adj.,规律的；定期的；常规的,easy,CET4
reject,/rɪˈdʒekt/,v.,拒绝；驳回,medium,CET4
relate,/rɪˈleɪt/,v.,联系；有关；叙述,medium,CET4
relative,/ˈrelətɪv/,n.,亲戚；adj. 相对的,medium,CET4
relax,/rɪˈlæks/,v.,放松；休息,easy,CET4
release,/rɪˈliːs/,v.,释放；发布；n. 释放,medium,CET4
relevant,/ˈreləvənt/,adj.,相关的；切题的,medium,CET4
reliable,/rɪˈlaɪəbl/,adj.,可靠的；可信赖的,medium,CET4
relief,/rɪˈliːf/,n.,宽慰；缓解；救济,medium,CET4
religion,/rɪˈlɪdʒən/,n.,宗教；信仰,medium,CET4
rely,/rɪˈlaɪ/,v.,依赖；依靠,medium,CET4
remain,/rɪˈmeɪn/,v.,保持；剩下；仍然是,easy,CET4
remark,/rɪˈmɑːk/,n.,评论；v. 评论；注意到,medium,CET4
remember,/rɪˈmembər/,v.,记得；想起,easy,CET4
remind,/rɪˈmaɪnd/,v.,提醒；使想起,easy,CET4
remote,/rɪˈməʊt/,adj.,遥远的；偏远的,medium,CET4
remove,/rɪˈmuːv/,v.,移开；去除；脱掉,easy,CET4
repair,/rɪˈpeər/,v.,修理；修复；n. 修理,easy,CET4
repeat,/rɪˈpiːt/,v.,重复；复述,easy,CET4
replace,/rɪˈpleɪs/,v.,取代；替换,medium,CET4
report,/rɪˈpɔːt/,n.,报告；报道；v. 汇报,easy,CET4
represent,/ˌreprɪˈzent/,v.,代表；象征,medium,CET4
republic,/rɪˈpʌblɪk/,n.,共和国,medium,CET4
reputation,/ˌrepjuˈteɪʃn/,n.,名声；名誉,medium,CET4
require,/rɪˈkwaɪər/,v.,需要；要求,easy,CET4
research,/rɪˈsɜːtʃ/,n.,研究；调查；v. 研究,easy,CET4
reserve,/rɪˈzɜːv/,v.,预订；保留；n. 储备,medium,CET4
resident,/ˈrezɪdənt/,n.,居民；adj. 居住的,medium,CET4
resist,/rɪˈzɪst/,v.,抵抗；抵制,medium,CET4
resolve,/rɪˈzɒlv/,v.,解决；决心；n. 决心,medium,CET4
resource,/rɪˈsɔːs/,n.,资源；财力,medium,CET4
respect,/rɪˈspekt/,n.,尊敬；方面；v. 尊敬,easy,CET4
respond,/rɪˈspɒnd/,v.,回答；回应,medium,CET4
responsible,/rɪˈspɒnsəbl/,adj.,负责的；可靠的,medium,CET4
restore,/rɪˈstɔːr/,v.,恢复；修复；归还,medium,CET4
restrict,/rɪˈstrɪkt/,v.,限制；约束,medium,CET4
result,/rɪˈzʌlt/,n.,结果；成绩；v. 导致,easy,CET4
retire,/rɪˈtaɪər/,v.,退休；退役,medium,CET4
retreat,/rɪˈtriːt/,v.,撤退；退却；n. 撤退,medium,CET4
return,/rɪˈtɜːn/,v.,返回；归还；n. 回报,easy,CET4
reveal,/rɪˈviːl/,v.,揭示；透露,medium,CET4
revenue,/ˈrevənjuː/,n.,收入；税收,medium,CET4
review,/rɪˈvjuː/,v.,复习；评论；n. 回顾,easy,CET4
revolution,/ˌrevəˈluːʃn/,n.,革命；变革,medium,CET4
reward,/rɪˈwɔːd/,n.,报酬；奖赏；v. 奖赏,easy,CET4
rhythm,/ˈrɪðəm/,n.,节奏；韵律,medium,CET4
ridiculous,/rɪˈdɪkjələs/,adj.,荒谬的；可笑的,medium,CET4
risk,/rɪsk/,n.,风险；危险；v. 冒险,easy,CET4
rival,/ˈraɪvl/,n.,竞争对手；v. 与……匹敌,medium,CET4
romantic,/rəʊˈmæntɪk/,adj.,浪漫的；爱情的,easy,CET4
route,/ruːt/,n.,路线；途径,easy,CET4
routine,/ruːˈtiːn/,n.,例行公事；常规；adj. 常规的,medium,CET4
ruin,/ˈruːɪn/,v.,毁灭；破坏；n. 废墟,easy,CET4
rush,/rʌʃ/,v.,冲；匆忙；n. 匆忙,easy,CET4
sacrifice,/ˈsækrɪfaɪs/,n.,牺牲；v. 牺牲,medium,CET4
safety,/ˈseɪfti/,n.,安全；保险,easy,CET4
salary,/ˈsæləri/,n.,薪水；工资,easy,CET4
sample,/ˈsɑːmpl/,n.,样品；样本；v. 取样,easy,CET4
satisfy,/ˈsætɪsfaɪ/,v.,满足；使满意,easy,CET4
scale,/skeɪl/,n.,规模；刻度；天平；v. 攀登,medium,CET4
scan,/skæn/,v.,扫描；浏览,medium,CET4
scene,/siːn/,n.,场景；场面；景色,easy,CET4
schedule,/ˈʃedjuːl/,n.,时间表；日程；v. 安排,medium,CET4
scholarship,/ˈskɒləʃɪp/,n.,奖学金；学术,easy,CET4
science,/ˈsaɪəns/,n.,科学；学科,easy,CET4
score,/skɔːr/,n.,分数；乐谱；v. 得分,easy,CET4
search,/sɜːtʃ/,v.,搜索；搜寻；n. 搜查,easy,CET4
secret,/ˈsiːkrət/,n.,秘密；adj. 秘密的,easy,CET4
secure,/sɪˈkjʊər/,adj.,安全的；牢固的；v. 获得,medium,CET4
seek,/siːk/,v.,寻找；寻求；追求,easy,CET4
select,/sɪˈlekt/,v.,选择；挑选；adj. 精选的,easy,CET4
senior,/ˈsiːniər/,adj.,年长的；高级的；n. 上级,easy,CET4
sense,/sens/,n.,感觉；意义；v. 感觉到,easy,CET4
sensitive,/ˈsensətɪv/,adj.,敏感的；灵敏的,medium,CET4
separate,/ˈsepərət/,v.,分开；adj. 单独的,easy,CET4
series,/ˈsɪəriːz/,n.,系列；连续,easy,CET4
serious,/ˈsɪəriəs/,adj.,严肃的；严重的,easy,CET4
serve,/sɜːv/,v.,服务；供应；任职,easy,CET4
service,/ˈsɜːvɪs/,n.,服务；维修；v. 保养,easy,CET4
session,/ˈseʃn/,n.,会议；一段时间,medium,CET4
settle,/ˈsetl/,v.,解决；定居；安顿,easy,CET4
severe,/sɪˈvɪər/,adj.,严重的；严厉的；剧烈的,medium,CET4
share,/ʃeər/,v.,分享；分担；n. 份额,easy,CET4
sharp,/ʃɑːp/,adj.,锋利的；急剧的；敏锐的,easy,CET4
shift,/ʃɪft/,v.,转移；改变；n. 轮班,medium,CET4
shock,/ʃɒk/,n.,震惊；电击；v. 使震惊,easy,CET4
shortage,/ˈʃɔːtɪdʒ/,n.,短缺；不足,medium,CET4
sign,/saɪn/,n.,标志；迹象；v. 签署,easy,CET4
signal,/ˈsɪɡnəl/,n.,信号；v. 发信号,medium,CET4
significant,/sɪɡˈnɪfɪkənt/,adj.,重要的；显著的,medium,CET4
similar,/ˈsɪmələr/,adj.,相似的；类似的,easy,CET4
simple,/ˈsɪmpl/,adj.,简单的；朴素的,easy,CET4
simulate,/ˈsɪmjuleɪt/,v.,模拟；仿真,medium,CET4
sin,/sɪn/,n.,罪过；v. 犯罪,medium,CET4
since,/sɪns/,prep.,自从；conj. 因为；既然,easy,CET4
single,/ˈsɪŋɡl/,adj.,单一的；单身的；n. 单程票,easy,CET4
site,/saɪt/,n.,地点；网站；遗址,easy,CET4
situation,/ˌsɪtʃuˈeɪʃn/,n.,情况；形势；位置,easy,CET4
skill,/skɪl/,n.,技能；技巧,easy,CET4
skip,/skɪp/,v.,跳过；略过；蹦跳,medium,CET4
slight,/slaɪt/,adj.,轻微的；纤细的,easy,CET4
smart,/smɑːt/,adj.,聪明的；时髦的；智能的,easy,CET4
smooth,/smuːð/,adj.,平滑的；顺利的；v. 使平滑,easy,CET4
society,/səˈsaɪəti/,n.,社会；社团,easy,CET4
software,/ˈsɒftweər/,n.,软件,easy,CET4
solar,/ˈsəʊlər/,adj.,太阳的；太阳能的,medium,CET4
solution,/səˈluːʃn/,n.,解决办法；溶液,easy,CET4
somehow,/ˈsʌmhaʊ/,adv.,以某种方式；不知何故,easy,CET4
sorrow,/ˈsɒrəʊ/,n.,悲伤；悲痛,medium,CET4
source,/sɔːs/,n.,来源；源头,easy,CET4
space,/speɪs/,n.,空间；太空；v. 隔开,easy,CET4
special,/ˈspeʃl/,adj.,特别的；专门的；n. 特价,easy,CET4
species,/ˈspiːʃiːz/,n.,物种；种类,medium,CET4
specify,/ˈspesɪfaɪ/,v.,指定；详细说明,medium,CET4
speech,/spiːtʃ/,n.,演讲；言语；说话能力,easy,CET4
spirit,/ˈspɪrɪt/,n.,精神；心灵；烈酒,easy,CET4
sponsor,/ˈspɒnsər/,n.,赞助商；v. 赞助,medium,CET4
spot,/spɒt/,n.,斑点；地点；v. 发现,easy,CET4
spread,/spred/,v.,传播；展开；n. 传播,easy,CET4
stable,/ˈsteɪbl/,adj.,稳定的；n. 马厩,medium,CET4
staff,/stɑːf/,n.,员工；全体职员,easy,CET4
stage,/steɪdʒ/,n.,舞台；阶段；v. 上演,easy,CET4
standard,/ˈstændəd/,n.,标准；adj. 标准的,easy,CET4
statement,/ˈsteɪtmənt/,n.,陈述；声明；报表,easy,CET4
status,/ˈsteɪtəs/,n.,地位；状态；身份,medium,CET4
steady,/ˈstedi/,adj.,稳定的；稳固的,medium,CET4
step,/step/,n.,步骤；步伐；v. 迈步,easy,CET4
stereotype,/ˈsteriətaɪp/,n.,刻板印象；v. 使模式化,medium,CET4
stimulate,/ˈstɪmjuleɪt/,v.,刺激；激励,medium,CET4
stock,/stɒk/,n.,股票；库存；v. 储备,medium,CET4
storage,/ˈstɔːrɪdʒ/,n.,存储；仓库,medium,CET4
strategy,/ˈstrætədʒi/,n.,策略；战略,medium,CET4
strength,/streŋθ/,n.,力量；强度；长处,easy,CET4
stress,/stres/,n.,压力；强调；v. 强调,easy,CET4
strict,/strɪkt/,adj.,严格的；严厉的,easy,CET4
structure,/ˈstrʌktʃər/,n.,结构；构造；v. 组织,medium,CET4
struggle,/ˈstrʌɡl/,v.,奋斗；挣扎；n. 斗争,easy,CET4
student,/ˈstjuːdnt/,n.,学生,easy,CET4
style,/staɪl/,n.,风格；式样；类型,easy,CET4
subject,/ˈsʌbdʒɪkt/,n.,主题；科目；adj. 受……支配的,easy,CET4
submit,/səbˈmɪt/,v.,提交；屈服,medium,CET4
substance,/ˈsʌbstəns/,n.,物质；实质,medium,CET4
substitute,/ˈsʌbstɪtjuːt/,n.,替代品；v. 代替,medium,CET4
succeed,/səkˈsiːd/,v.,成功；继承,easy,CET4
sufficient,/səˈfɪʃnt/,adj.,足够的；充分的,medium,CET4
suggest,/səˈdʒest/,v.,建议；暗示,easy,CET4
suit,/suːt/,n.,套装；诉讼；v. 适合,easy,CET4
sum,/sʌm/,n.,总数；金额；v. 总结,easy,CET4
summary,/ˈsʌməri/,n.,总结；摘要,medium,CET4
supply,/səˈplaɪ/,v.,供应；提供；n. 供给,easy,CET4
support,/səˈpɔːt/,v.,支持；供养；n. 支持,easy,CET4
suppose,/səˈpəʊz/,v.,猜想；假定；应该,easy,CET4
surface,/ˈsɜːfɪs/,n.,表面；地面；v. 浮出,easy,CET4
surgeon,/ˈsɜːdʒən/,n.,外科医生,medium,CET4
surprise,/səˈpraɪz/,n.,惊奇；v. 使惊讶,easy,CET4
surround,/səˈraʊnd/,v.,包围；环绕,medium,CET4
survey,/ˈsɜːveɪ/,n.,调查；测量；v. 调查,medium,CET4
survive,/səˈvaɪv/,v.,幸存；存活,medium,CET4
swear,/sweər/,v.,发誓；咒骂,medium,CET4
symbol,/ˈsɪmbl/,n.,象征；符号,medium,CET4
sympathy,/ˈsɪmpəθi/,n.,同情；赞同,medium,CET4
system,/ˈsɪstəm/,n.,系统；体系；制度,easy,CET4
talent,/ˈtælənt/,n.,天赋；人才,easy,CET4
target,/ˈtɑːɡɪt/,n.,目标；靶子；v. 瞄准,easy,CET4
task,/tɑːsk/,n.,任务；工作,easy,CET4
tax,/tæks/,n.,税；v. 征税,easy,CET4
technique,/tekˈniːk/,n.,技术；技巧,medium,CET4
technology,/tekˈnɒlədʒi/,n.,技术；科技,easy,CET4
tend,/tend/,v.,倾向；趋向；照料,medium,CET4
tendency,/ˈtendənsi/,n.,趋势；倾向,medium,CET4
tension,/ˈtenʃn/,n.,紧张；张力,medium,CET4
term,/tɜːm/,n.,学期；术语；条款；v. 称为,easy,CET4
terrible,/ˈterəbl/,adj.,可怕的；糟糕的,easy,CET4
theory,/ˈθɪəri/,n.,理论；学说,medium,CET4
therefore,/ˈðeəfɔːr/,adv.,因此；所以,easy,CET4
threat,/θret/,n.,威胁；恐吓,medium,CET4
threaten,/ˈθretn/,v.,威胁；预示,medium,CET4
through,/θruː/,prep.,通过；穿过；adv. 彻底,easy,CET4
tide,/taɪd/,n.,潮汐；潮流,easy,CET4
tiny,/ˈtaɪni/,adj.,微小的；极小的,easy,CET4
tolerance,/ˈtɒlərəns/,n.,宽容；容忍；公差,medium,CET4
tone,/təʊn/,n.,语气；音调；色调,easy,CET4
total,/ˈtəʊtl/,adj.,总的；n. 总数；v. 合计,easy,CET4
tough,/tʌf/,adj.,艰苦的；坚强的；坚硬的,medium,CET4
tourist,/ˈtʊərɪst/,n.,游客；旅行者,easy,CET4
toward,/təˈwɔːd/,prep.,向；朝；对于,easy,CET4
tradition,/trəˈdɪʃn/,n.,传统；惯例,easy,CET4
traffic,/ˈtræfɪk/,n.,交通；运输,easy,CET4
training,/ˈtreɪnɪŋ/,n.,训练；培训,easy,CET4
transfer,/trænsˈfɜːr/,v.,转移；转让；换乘,medium,CET4
transform,/trænsˈfɔːm/,v.,转变；改造,medium,CET4
transport,/ˈtrænspɔːt/,n.,运输；v. 运输,medium,CET4
treat,/triːt/,v.,对待；治疗；款待；n. 款待,easy,CET4
tremendous,/trəˈmendəs/,adj.,巨大的；极好的,medium,CET4
trend,/trend/,n.,趋势；潮流,easy,CET4
trial,/ˈtraɪəl/,n.,审判；试验；考验,medium,CET4
tribe,/traɪb/,n.,部落；群体,medium,CET4
truth,/truːθ/,n.,事实；真相；真理,easy,CET4
typical,/ˈtɪpɪkl/,adj.,典型的；代表性的,medium,CET4
ugly,/ˈʌɡli/,adj.,丑陋的；难看的,easy,CET4
ultimate,/ˈʌltɪmət/,adj.,最终的；根本的,medium,CET4
unable,/ʌnˈeɪbl/,adj.,不能的；不会的,easy,CET4
uncle,/ˈʌŋkl/,n.,叔叔；伯父；舅舅,easy,CET4
undergo,/ˌʌndəˈɡəʊ/,v.,经历；遭受,medium,CET4
underground,/ˈʌndəɡraʊnd/,adj.,地下的；n. 地铁,easy,CET4
understand,/ˌʌndəˈstænd/,v.,理解；明白,easy,CET4
unite,/juˈnaɪt/,v.,联合；团结,easy,CET4
universal,/ˌjuːnɪˈvɜːsl/,adj.,普遍的；通用的,medium,CET4
universe,/ˈjuːnɪvɜːs/,n.,宇宙；领域,medium,CET4
university,/ˌjuːnɪˈvɜːsəti/,n.,大学,easy,CET4
update,/ˌʌpˈdeɪt/,v.,更新；n. 更新,easy,CET4
urban,/ˈɜːbən/,adj.,城市的；都市的,medium,CET4
urge,/ɜːdʒ/,v.,敦促；力劝；n. 冲动,medium,CET4
urgent,/ˈɜːdʒənt/,adj.,紧急的；急迫的,medium,CET4
usage,/ˈjuːsɪdʒ/,n.,使用；用法,medium,CET4
usual,/ˈjuːʒuəl/,adj.,通常的；惯常的,easy,CET4
utility,/juːˈtɪləti/,n.,效用；公用事业,medium,CET4
utilize,/ˈjuːtəlaɪz/,v.,利用,medium,CET4
vacation,/vəˈkeɪʃn/,n.,假期；休假,easy,CET4
valid,/ˈvælɪd/,adj.,有效的；合法的,medium,CET4
valuable,/ˈvæljuəbl/,adj.,有价值的；贵重的,easy,CET4
value,/ˈvæljuː/,n.,价值；v. 重视,easy,CET4
various,/ˈveəriəs/,adj.,各种各样的；不同的,easy,CET4
vary,/ˈveəri/,v.,变化；不同,medium,CET4
vast,/vɑːst/,adj.,巨大的；广阔的,easy,CET4
vehicle,/ˈviːəkl/,n.,车辆；交通工具,medium,CET4
version,/ˈvɜːʃn/,n.,版本；说法,medium,CET4
vertical,/ˈvɜːtɪkl/,adj.,垂直的；竖的,medium,CET4
victim,/ˈvɪktɪm/,n.,受害者；牺牲品,easy,CET4
victory,/ˈvɪktəri/,n.,胜利；成功,easy,CET4
view,/vjuː/,n.,观点；视野；v. 查看；看待,easy,CET4
violence,/ˈvaɪələns/,n.,暴力；猛烈,medium,CET4
virtue,/ˈvɜːtʃuː/,n.,美德；优点,medium,CET4
visible,/ˈvɪzəbl/,adj.,可见的；明显的,medium,CET4
vision,/ˈvɪʒn/,n.,视力；视野；远见,medium,CET4
visit,/ˈvɪzɪt/,v.,参观；拜访；n. 访问,easy,CET4
vital,/ˈvaɪtl/,adj.,至关重要的；有生命力的,medium,CET4
vivid,/ˈvɪvɪd/,adj.,生动的；鲜明的,medium,CET4
vocabulary,/vəˈkæbjələri/,n.,词汇；词汇量,easy,CET4
volcano,/vɒlˈkeɪnəʊ/,n.,火山,medium,CET4
volume,/ˈvɒljuːm/,n.,体积；音量；卷,medium,CET4
volunteer,/ˌvɒlənˈtɪər/,n.,志愿者；v. 自愿,easy,CET4
vote,/vəʊt/,v.,投票；n. 选票,easy,CET4
wage,/weɪdʒ/,n.,工资；v. 发动（战争）,medium,CET4
wealth,/welθ/,n.,财富；财产,easy,CET4
weapon,/ˈwepən/,n.,武器,medium,CET4
weather,/ˈweðər/,n.,天气,easy,CET4
weight,/weɪt/,n.,重量；体重；重担,easy,CET4
welfare,/ˈwelfeər/,n.,福利；幸福,medium,CET4
whatever,/wɒtˈevər/,pron.,无论什么；凡是,easy,CET4
wisdom,/ˈwɪzdəm/,n.,智慧；明智,medium,CET4
wise,/waɪz/,adj.,明智的；智慧的,easy,CET4
withdraw,/wɪðˈdrɔː/,v.,撤回；取款；退出,medium,CET4
witness,/ˈwɪtnəs/,n.,证人；目击者；v. 目击,medium,CET4
wonder,/ˈwʌndər/,v.,想知道；n. 奇迹；惊奇,easy,CET4
worth,/wɜːθ/,adj.,值得的；n. 价值,easy,CET4
worthy,/ˈwɜːði/,adj.,值得的；配得上的,medium,CET4
yield,/jiːld/,v.,出产；屈服；n. 产量,medium,CET4
youngster,/ˈjʌŋstər/,n.,年轻人；少年,easy,CET4
zone,/zəʊn/,n.,区域；地带,easy,CET4
abandon,/əˈbændən/,v.,放弃；抛弃,easy,CET6
abolish,/əˈbɒlɪʃ/,v.,废除；取消,medium,CET6
abrupt,/əˈbrʌpt/,adj.,突然的；唐突的,medium,CET6
absurd,/əbˈsɜːd/,adj.,荒谬的；荒唐的,medium,CET6
abuse,/əˈbjuːz/,v.,滥用；虐待；n. 滥用,medium,CET6
accessory,/əkˈsesəri/,n.,配件；附件,medium,CET6
accommodate,/əˈkɒmədeɪt/,v.,容纳；使适应；提供住宿,medium,CET6
accumulate,/əˈkjuːmjəleɪt/,v.,积累；积聚,medium,CET6
acute,/əˈkjuːt/,adj.,敏锐的；严重的；急性的,medium,CET6
adhere,/ədˈhɪər/,v.,黏附；坚持；遵守,medium,CET6
adjacent,/əˈdʒeɪsnt/,adj.,邻近的；毗连的,medium,CET6
administer,/ədˈmɪnɪstər/,v.,管理；执行；给予,medium,CET6
adolescent,/ˌædəˈlesnt/,n.,青少年；adj. 青春期的,medium,CET6
adverse,/ˈædvɜːs/,adj.,不利的；有害的,medium,CET6
aesthetic,/iːsˈθetɪk/,adj.,美学的；审美的,medium,CET6
aggravate,/ˈæɡrəveɪt/,v.,加重；恶化；激怒,medium,CET6
aggregate,/ˈæɡrɪɡət/,n.,总计；adj. 合计的,medium,CET6
alien,/ˈeɪliən/,adj.,外国的；陌生的；n. 外星人,medium,CET6
allege,/əˈledʒ/,v.,宣称；指控,medium,CET6
alleviate,/əˈliːvieɪt/,v.,减轻；缓解,medium,CET6
allocate,/ˈæləkeɪt/,v.,分配；拨给,medium,CET6
ambiguous,/æmˈbɪɡjuəs/,adj.,模棱两可的；含糊的,medium,CET6
ambitious,/æmˈbɪʃəs/,adj.,有雄心的；有野心的,medium,CET6
ample,/ˈæmpl/,adj.,充足的；宽敞的,medium,CET6
analogy,/əˈnælədʒi/,n.,类比；相似,medium,CET6
anonymous,/əˈnɒnɪməs/,adj.,匿名的,medium,CET6
apparatus,/ˌæpəˈreɪtəs/,n.,仪器；设备；机构,medium,CET6
appendix,/əˈpendɪks/,n.,附录；阑尾,medium,CET6
appraisal,/əˈpreɪzl/,n.,评价；估价,medium,CET6
arbitrary,/ˈɑːbɪtrəri/,adj.,任意的；武断的,medium,CET6
ascend,/əˈsend/,v.,上升；攀登,medium,CET6
ascertain,/ˌæsəˈteɪn/,v.,查明；确定,medium,CET6
aspiration,/ˌæspəˈreɪʃn/,n.,渴望；抱负,medium,CET6
assault,/əˈsɔːlt/,n.,攻击；袭击；v. 袭击,medium,CET6
asset,/ˈæset/,n.,资产；有价值的人或物,medium,CET6
assimilate,/əˈsɪməleɪt/,v.,同化；吸收,medium,CET6
assurance,/əˈʃʊərəns/,n.,保证；信心；保险,medium,CET6
attendance,/əˈtendəns/,n.,出席；到场；出勤率,medium,CET6
auction,/ˈɔːkʃn/,n.,拍卖；v. 拍卖,medium,CET6
authentic,/ɔːˈθentɪk/,adj.,真实的；可靠的,medium,CET6
autonomy,/ɔːˈtɒnəmi/,n.,自治；自主权,medium,CET6
auxiliary,/ɔːɡˈzɪliəri/,adj.,辅助的；备用的,medium,CET6
avenue,/ˈævənjuː/,n.,林荫大道；途径,medium,CET6
await,/əˈweɪt/,v.,等待；等候,medium,CET6
badge,/bædʒ/,n.,徽章；证章,medium,CET6
baffle,/ˈbæfl/,v.,使困惑；难住,medium,CET6
bald,/bɔːld/,adj.,秃头的；光秃的,medium,CET6
bandage,/ˈbændɪdʒ/,n.,绷带；v. 包扎,medium,CET6
bankrupt,/ˈbæŋkrʌpt/,adj.,破产的；n. 破产者,medium,CET6
barren,/ˈbærən/,adj.,贫瘠的；不毛的,medium,CET6
batch,/bætʃ/,n.,一批；一组,medium,CET6
beam,/biːm/,n.,光束；横梁；v. 微笑,medium,CET6
beneficial,/ˌbenɪˈfɪʃl/,adj.,有益的；有利的,medium,CET6
bewilder,/bɪˈwɪldər/,v.,使迷惑；使糊涂,medium,CET6
blaze,/bleɪz/,n.,火焰；v. 燃烧；闪耀,medium,CET6
blend,/blend/,v.,混合；n. 混合物,medium,CET6
blur,/blɜːr/,v.,使模糊；n. 模糊,medium,CET6
boost,/buːst/,v.,促进；提升；n. 推动,medium,CET6
brace,/breɪs/,n.,支架；v. 支撑；使绷紧,medium,CET6
breakdown,/ˈbreɪkdaʊn/,n.,故障；崩溃；分解,medium,CET6
brew,/bruː/,v.,酿造；酝酿；冲泡,medium,CET6
brink,/brɪŋk/,n.,边缘；濒临,medium,CET6
brisk,/brɪsk/,adj.,轻快的；活跃的,medium,CET6
bronze,/brɒnz/,n.,青铜；铜牌,medium,CET6
brood,/bruːd/,v.,沉思；孵蛋；n. 一窝,medium,CET6
bruise,/bruːz/,n.,瘀伤；v. 使瘀青,medium,CET6
bubble,/ˈbʌbl/,n.,气泡；泡沫；v. 冒泡,medium,CET6
bud,/bʌd/,n.,芽；花蕾,medium,CET6
buffalo,/ˈbʌfələʊ/,n.,水牛；野牛,medium,CET6
bulk,/bʌlk/,n.,大批；大量；体积,medium,CET6
bullet,/ˈbʊlɪt/,n.,子弹,medium,CET6
bulletin,/ˈbʊlətɪn/,n.,公告；简报,medium,CET6
bureaucracy,/bjʊəˈrɒkrəsi/,n.,官僚主义；官僚机构,medium,CET6
bypass,/ˈbaɪpɑːs/,n.,旁路；v. 绕过,medium,CET6
calcium,/ˈkælsiəm/,n.,钙,medium,CET6
canal,/kəˈnæl/,n.,运河；渠道,medium,CET6
canvas,/ˈkænvəs/,n.,帆布；油画布,medium,CET6
capability,/ˌkeɪpəˈbɪləti/,n.,能力；性能,medium,CET6
carbon,/ˈkɑːbən/,n.,碳,medium,CET6
carve,/kɑːv/,v.,雕刻；切开,medium,CET6
casualty,/ˈkæʒuəlti/,n.,伤亡人员；受害者,medium,CET6
catastrophe,/kəˈtæstrəfi/,n.,大灾难；惨败,medium,CET6
cater,/ˈkeɪtər/,v.,迎合；提供饮食,medium,CET6
caution,/ˈkɔːʃn/,n.,小心；警告；v. 警告,medium,CET6
cease,/siːs/,v.,停止；终止,medium,CET6
celebrity,/səˈlebrəti/,n.,名人；名声,medium,CET6
ceramic,/səˈræmɪk/,n.,陶瓷；adj. 陶瓷的,medium,CET6
certify,/ˈsɜːtɪfaɪ/,v.,证明；颁发证书,medium,CET6
chaos,/ˈkeɪɒs/,n.,混乱；无秩序,medium,CET6
charter,/ˈtʃɑːtər/,n.,宪章；特许；v. 包租,medium,CET6
cherish,/ˈtʃerɪʃ/,v.,珍爱；怀有,medium,CET6
chronic,/ˈkrɒnɪk/,adj.,慢性的；长期的,medium,CET6
circuit,/ˈsɜːkɪt/,n.,电路；环行,medium,CET6
cite,/saɪt/,v.,引用；举例,medium,CET6
clash,/klæʃ/,v.,冲突；碰撞；n. 冲突,medium,CET6
clause,/klɔːz/,n.,从句；条款,medium,CET6
cling,/klɪŋ/,v.,紧握；依附；坚持,medium,CET6
clip,/klɪp/,n.,回形针；片段；v. 修剪,medium,CET6
clumsy,/ˈklʌmzi/,adj.,笨拙的；不灵活的,medium,CET6
cluster,/ˈklʌstər/,n.,群；簇；v. 群集,medium,CET6
coarse,/kɔːs/,adj.,粗糙的；粗俗的,medium,CET6
cognitive,/ˈkɒɡnətɪv/,adj.,认知的,medium,CET6
coherent,/kəʊˈhɪərənt/,adj.,连贯的；一致的,medium,CET6
coincide,/ˌkəʊɪnˈsaɪd/,v.,同时发生；一致,medium,CET6
collaborate,/kəˈlæbəreɪt/,v.,合作；协作,medium,CET6
collide,/kəˈlaɪd/,v.,碰撞；冲突,medium,CET6
colossal,/kəˈlɒsl/,adj.,巨大的；庞大的,medium,CET6
commence,/kəˈmens/,v.,开始；着手,medium,CET6
commodity,/kəˈmɒdəti/,n.,商品；日用品,medium,CET6
compact,/kəmˈpækt/,adj.,紧凑的；v. 压实,medium,CET6
compatible,/kəmˈpætəbl/,adj.,兼容的；相容的,medium,CET6
compensate,/ˈkɒmpenseɪt/,v.,补偿；赔偿,medium,CET6
competent,/ˈkɒmpɪtənt/,adj.,有能力的；胜任的,medium,CET6
complement,/ˈkɒmplɪment/,v.,补充；n. 补足物,medium,CET6
complication,/ˌkɒmplɪˈkeɪʃn/,n.,并发症；复杂化,medium,CET6
